ID,Day,Month,Hour,Minutes,lat,lon,Area,ImageNumber,SplitParentID,MergeParentID, MergeChldArea,MinT,CoreArea,AvgT
1,4,6,0,0,0.8,68.5,9940,1,0,0,0,193,9940,203
1,4,6,2,30,0.5,69.2,7912,2,0,0,0,200,7912,205
1,4,6,3,30,0.5,69.2,0,2,0,0,0,200,7912,205
2,4,6,0,0,6,90.7,4407,1,0,0,0,190,4407,202
2,4,6,2,30,6,90.7,0,1,0,3,0,190,4407,202
3,4,6,0,0,7.9,91.7,103492,1,0,0,0,180,103492,197
3,4,6,2,30,7.8,91.8,101022,2,0,0,4407,180,103492,198
3,4,6,3,30,8.5,90.2,46709,3,0,0,3863,184,46709,200
3,4,6,4,0,8.6,90.2,41732,4,0,0,0,184,41732,200
3,4,6,4,30,7.8,90.3,20255,5,0,0,0,181,20255,201
3,4,6,5,0,7.3,90.5,12327,6,0,0,0,184,12327,197
3,4,6,5,30,7.1,90.4,13054,7,0,0,0,187,13054,198
3,4,6,6,0,7,90.4,13327,8,0,0,0,193,13327,201
3,4,6,6,30,6.9,90.5,17128,9,0,0,0,182,17128,201
3,4,6,7,0,6.9,90.6,13310,10,0,0,0,187,13310,201
3,4,6,7,30,6.5,91.2,18200,11,0,0,0,190,18200,203
3,4,6,8,0,6.7,91,14906,12,0,0,0,186,14906,202
3,4,6,8,30,6.8,90.8,17178,13,0,0,0,180,17178,202
3,4,6,9,0,6.4,91.7,30145,14,0,0,12176,180,17178,200
3,4,6,9,30,6.4,90.7,18704,15,0,0,0,180,18704,198
3,4,6,10,0,6.4,90.7,28192,16,0,0,0,183,28192,199
3,4,6,10,30,6.3,90.7,30461,17,0,0,0,181,30461,200
3,4,6,11,30,6.3,90.7,26493,18,0,0,0,180,26493,198
3,4,6,12,0,6.1,90.6,17863,19,0,0,0,180,17863,195
3,4,6,12,30,6,90.6,18536,20,0,0,0,180,18536,194
3,4,6,13,30,6,90.6,0,20,0,11,0,180,18536,194
4,4,6,0,0,7.4,66.2,6492,1,0,0,0,184,6492,197
4,4,6,2,30,7.4,66.2,0,1,0,0,0,184,6492,197
5,4,6,0,0,7.8,97.2,7126,1,0,0,0,192,7126,199
5,4,6,2,30,7.8,97.2,0,1,0,0,0,192,7126,199
6,4,6,0,0,8.6,73.8,22962,1,0,0,0,180,22962,200
6,4,6,2,30,10.8,73.4,49598,2,0,0,10919,184,49598,200
6,4,6,3,30,11.9,73.4,29989,3,0,0,0,182,29989,199
6,4,6,4,0,12,73.3,30499,4,0,0,0,184,30499,200
6,4,6,4,30,12,73.4,30813,5,0,0,0,187,30813,201
6,4,6,5,0,11.8,73.3,24915,6,0,0,0,192,24915,202
6,4,6,5,30,11.8,73.3,19373,7,0,0,0,194,19373,204
6,4,6,6,0,11.9,73.2,10784,8,0,0,0,198,10784,205
6,4,6,6,30,11.8,73.5,16000,9,0,0,0,194,16000,204
6,4,6,7,0,11.8,74.8,6096,10,0,0,0,196,6096,204
6,4,6,7,30,11.6,75.1,5090,11,0,0,0,198,5090,204
6,4,6,8,0,11.3,75.1,4399,12,0,0,0,199,4399,204
6,4,6,8,30,11.3,75,3156,13,0,0,0,201,3156,206
6,4,6,9,0,11.3,75,0,13,0,0,0,201,3156,206
7,4,6,0,0,9.3,97.1,6532,1,0,0,0,200,6532,205
7,4,6,2,30,9.3,97.1,0,1,0,0,0,200,6532,205
8,4,6,0,0,10.2,88.7,4093,1,0,0,0,186,4093,194
8,4,6,2,30,10.2,88.7,0,1,0,0,0,186,4093,194
9,4,6,0,0,11,73.7,10919,1,0,0,0,180,10919,195
9,4,6,2,30,11,73.7,0,1,0,6,0,180,10919,195
10,4,6,0,0,11.8,88.7,26224,1,0,0,0,180,26224,194
10,4,6,2,30,12.4,88.3,14227,2,0,0,0,183,14227,196
10,4,6,3,30,13.6,87.7,24862,3,0,0,11516,180,24862,196
10,4,6,4,0,13.6,87.5,26779,4,0,0,0,180,26779,196
10,4,6,4,30,13.6,87.5,0,4,0,11,0,180,26779,196
11,4,6,0,0,12.8,84.9,33521,1,0,0,0,180,33521,198
11,4,6,2,30,11.5,86.7,52158,2,0,0,0,180,52158,195
11,4,6,3,30,11.4,86.9,63159,3,0,0,0,180,63159,196
11,4,6,4,0,11.3,86.8,69137,4,0,0,0,180,69137,196
11,4,6,4,30,11.9,87,110480,5,0,0,26779,180,110480,196
11,4,6,5,0,11.6,87.5,135177,6,0,0,18477,180,110480,196
11,4,6,5,30,11.4,87.4,146435,7,0,0,0,180,146435,196
11,4,6,6,0,11.3,87.5,147776,8,0,0,0,180,147776,196
11,4,6,6,30,11.2,87.5,176313,9,0,0,0,180,176313,194
11,4,6,7,0,11.2,87.3,174789,10,0,0,0,180,174789,194
11,4,6,7,30,10.4,87.6,132114,11,0,0,0,180,132114,192
11,4,6,8,0,10.6,87.8,140233,12,0,0,7686,180,140233,192
11,4,6,8,30,10.6,88.1,146560,13,0,0,0,180,146560,192
11,4,6,9,0,10.6,88.1,151850,14,0,0,0,180,151850,194
11,4,6,9,30,10.5,88.1,151365,15,0,0,0,180,151365,196
11,4,6,10,0,10.3,88.1,136346,16,0,0,0,180,136346,198
11,4,6,10,30,10.1,88.3,115639,17,0,0,0,180,115639,199
11,4,6,11,30,9.3,88.7,57598,18,0,0,0,180,57598,199
11,4,6,12,0,9.3,88.7,41921,19,0,0,0,180,41921,198
11,4,6,12,30,9.1,89,42514,20,0,0,5303,180,42514,197
11,4,6,13,30,7.9,90,83487,21,0,0,32906,180,42514,198
11,4,6,15,0,8.8,89.3,85511,22,0,0,6622,180,85511,196
11,4,6,15,30,8.8,89.4,94430,23,0,0,0,180,94430,196
11,4,6,23,0,7.8,90.3,94082,24,0,0,0,180,94082,196
11,4,6,23,30,7.6,90.4,92203,25,0,0,0,180,92203,196
11,5,6,1,0,7.7,90.6,84339,26,0,0,0,180,84339,198
11,5,6,1,30,7.6,90.8,75196,27,0,0,0,182,75196,199
11,5,6,2,0,6.8,92.1,36913,28,0,0,0,182,36913,199
11,5,6,2,30,6.9,92.4,34609,29,0,0,0,188,34609,200
11,5,6,3,0,6.9,92.7,32926,30,0,0,0,185,32926,202
11,5,6,3,30,6.8,92.8,25916,31,0,0,0,187,25916,203
11,5,6,6,30,6.8,92.8,0,31,0,0,0,187,25916,203
12,4,6,0,0,13.8,72,37353,1,0,0,0,180,37353,194
12,4,6,2,30,14,71.7,22879,2,0,0,0,183,22879,201
12,4,6,3,30,13.8,71.2,12849,3,0,0,0,181,12849,202
12,4,6,4,0,13.5,71.1,9320,4,0,0,0,186,9320,200
12,4,6,4,30,13.3,71.1,13036,5,0,0,0,186,13036,199
12,4,6,5,0,13.2,71,18193,6,0,0,0,185,18193,199
12,4,6,5,30,13.1,71.1,21527,7,0,0,0,183,21527,198
12,4,6,6,0,13,71.2,23526,8,0,0,0,187,23526,199
12,4,6,6,30,13,71.3,26802,9,0,0,0,182,26802,197
12,4,6,7,0,13,71.2,26928,10,0,0,0,187,26928,199
12,4,6,7,30,13.1,71,25184,11,0,0,0,188,25184,200
12,4,6,8,0,12.9,71,20223,12,0,0,0,189,20223,202
12,4,6,8,30,12.7,71.1,13388,13,0,0,0,197,13388,203
12,4,6,9,0,11.8,71.2,11507,14,0,0,6020,187,13388,203
12,4,6,9,30,11.6,71,8817,15,0,0,0,192,8817,203
12,4,6,10,0,11.1,70.6,3273,16,0,0,0,196,3273,202
12,4,6,10,30,11.1,70.6,0,16,0,0,0,196,3273,202
13,4,6,0,0,13.2,88.2,4549,1,0,0,0,191,4549,200
13,4,6,2,30,13.2,88.2,0,1,0,0,0,191,4549,200
14,4,6,0,0,14.3,68.9,14384,1,0,0,0,183,14384,198
14,4,6,2,30,14.7,68.7,7121,2,0,0,0,187,7121,201
14,4,6,3,30,14.7,68.7,0,2,0,23,0,187,7121,201
15,4,6,0,0,13.9,63.9,6941,1,0,0,0,189,6941,201
15,4,6,2,30,13.9,63.9,0,1,0,0,0,189,6941,201
16,4,6,0,0,14.1,87.9,3381,1,0,0,0,182,3381,194
16,4,6,2,30,13.8,87.7,11516,2,0,0,0,180,11516,196
16,4,6,3,30,13.8,87.7,0,2,0,10,0,180,11516,196
17,4,6,0,0,15.3,63.4,3292,1,0,0,0,195,3292,203
17,4,6,2,30,15.3,63.4,0,1,0,0,0,195,3292,203
18,4,6,0,0,16.5,70.1,8220,1,0,0,0,182,8220,201
18,4,6,2,30,16.5,70.1,0,1,0,0,0,182,8220,201
19,4,6,2,30,3,93.9,3720,1,0,0,0,202,3720,206
19,4,6,3,30,3,93.9,0,1,0,0,0,202,3720,206
20,4,6,2,30,6.8,89.6,3863,1,3,0,0,188,3863,200
20,4,6,3,30,6.8,89.6,0,1,3,3,0,188,3863,200
21,4,6,2,30,9.3,95.1,13289,1,0,0,0,187,13289,200
21,4,6,3,30,9.2,95.3,12855,2,0,0,0,191,12855,202
21,4,6,4,0,9.2,95.3,12190,3,0,0,0,196,12190,204
21,4,6,4,30,9.4,95.5,5146,4,0,0,0,200,5146,205
21,4,6,5,0,9.4,95.5,0,4,0,0,0,200,5146,205
22,4,6,2,30,11.9,83.4,3929,1,0,0,0,196,3929,202
22,4,6,3,30,11.9,83.4,0,1,0,0,0,196,3929,202
23,4,6,2,30,13.3,69.3,20746,1,0,0,0,187,20746,200
23,4,6,3,30,13.6,69,23975,2,0,0,7121,188,23975,201
23,4,6,4,0,13.8,68.7,18192,3,0,0,0,192,18192,201
23,4,6,4,30,13.9,68.7,16306,4,0,0,0,184,16306,200
23,4,6,5,0,13.9,68.5,17127,5,0,0,0,185,17127,200
23,4,6,5,30,13.7,68.5,15245,6,0,0,0,189,15245,201
23,4,6,6,0,13.6,68.3,13267,7,0,0,0,193,13267,202
23,4,6,6,30,13.5,68.2,16424,8,0,0,0,185,16424,201
23,4,6,7,0,13.8,68.2,11758,9,0,0,0,191,11758,201
23,4,6,7,30,13.8,68.2,10237,10,0,0,0,190,10237,201
23,4,6,8,0,13.8,68.1,9220,11,0,0,0,191,9220,202
23,4,6,8,30,13.8,68,7502,12,0,0,0,186,7502,201
23,4,6,9,0,13.6,67.7,4761,13,0,0,0,189,4761,199
23,4,6,9,30,13.6,67.7,0,13,0,25,0,189,4761,199
24,4,6,2,30,14.8,63.7,3404,1,0,0,0,199,3404,205
24,4,6,3,30,14.8,63.7,0,1,0,0,0,199,3404,205
25,4,6,2,30,15.8,69.4,8752,1,0,0,0,185,8752,201
25,4,6,3,30,15.4,69.2,7561,2,0,0,0,185,7561,198
25,4,6,4,0,15.5,69.2,10284,3,0,0,0,192,10284,199
25,4,6,4,30,15.6,69,11584,4,0,0,0,190,11584,200
25,4,6,5,0,15.7,68.7,11394,5,0,0,0,194,11394,202
25,4,6,5,30,15.6,68.7,9771,6,0,0,0,194,9771,203
25,4,6,6,0,15.3,68.5,8258,7,0,0,0,190,8258,203
25,4,6,6,30,15.3,68.4,8966,8,0,0,0,188,8966,201
25,4,6,7,0,15.1,68.2,7662,9,0,0,0,181,7662,200
25,4,6,7,30,14.8,68.2,6421,10,0,0,0,185,6421,197
25,4,6,8,0,14.8,67.5,13351,11,0,0,4942,190,6421,200
25,4,6,8,30,14.8,67.3,11680,12,0,0,0,189,11680,202
25,4,6,9,0,14.7,67.2,8722,13,0,0,0,182,8722,201
25,4,6,9,30,14.2,67.3,12834,14,0,0,4761,190,8722,201
25,4,6,10,0,14.5,66.9,6404,15,0,0,0,193,6404,201
25,4,6,10,30,14.4,66.7,4288,16,0,0,0,197,4288,203
25,4,6,11,30,14.4,66.7,0,16,0,0,0,197,4288,203
26,4,6,2,30,20.1,90.7,7593,1,0,0,0,195,7593,203
26,4,6,3,30,20.1,90.7,0,1,0,0,0,195,7593,203
27,4,6,2,30,20.2,89.5,4570,1,0,0,0,192,4570,201
27,4,6,3,30,20.2,89.5,0,1,0,0,0,192,4570,201
28,4,6,3,30,7.3,93.4,35461,1,3,0,0,191,35461,202
28,4,6,4,0,7.3,93.7,19984,2,3,0,0,194,19984,203
28,4,6,4,30,7.2,93.7,17362,3,3,0,0,182,17362,203
28,4,6,5,0,7,94,13804,4,3,0,0,187,13804,201
28,4,6,5,30,6.9,93.9,14784,5,3,0,0,189,14784,200
28,4,6,6,0,6.8,93.8,13655,6,3,0,0,181,13655,202
28,4,6,6,30,6.8,93.8,16444,7,3,0,0,189,16444,201
28,4,6,7,0,6.6,93.6,12727,8,3,0,0,180,12727,201
28,4,6,7,30,6.8,94.1,9424,9,3,0,0,182,9424,199
28,4,6,8,0,6.5,93.7,10799,10,3,0,0,182,10799,197
28,4,6,8,30,6.4,93.4,12176,11,3,0,0,185,12176,198
28,4,6,9,0,6.4,93.4,0,11,3,3,0,185,12176,198
29,4,6,3,30,7.9,67.1,6655,1,0,0,0,197,6655,204
29,4,6,4,0,7.9,67.1,4637,2,0,0,0,195,4637,203
29,4,6,4,30,7.8,67,3800,3,0,0,0,199,3800,204
29,4,6,5,0,7.8,67,0,3,0,0,0,199,3800,204
30,4,6,3,30,9.4,73.2,5995,1,6,0,0,198,5995,204
30,4,6,4,0,9.4,73.2,3149,2,6,0,0,202,3149,206
30,4,6,4,30,9.4,73.2,0,2,6,0,0,202,3149,206
31,4,6,3,30,18.5,89.9,3650,1,0,0,0,192,3650,202
31,4,6,4,0,18.4,89.7,3713,2,0,0,0,196,3713,203
31,4,6,4,30,18.4,89.5,3581,3,0,0,0,193,3581,203
31,4,6,5,0,18.4,89.5,0,3,0,0,0,193,3581,203
32,4,6,3,30,19.1,90.5,5936,1,0,0,0,182,5936,198
32,4,6,4,0,19.3,90.2,11015,2,0,0,0,184,11015,198
32,4,6,4,30,19.1,90.2,17538,3,0,0,0,180,17538,198
32,4,6,5,0,19.3,90.2,23095,4,0,0,0,184,23095,199
32,4,6,5,30,19.2,90,26161,5,0,0,0,184,26161,199
32,4,6,6,0,19.2,89.9,25294,6,0,0,0,180,25294,199
32,4,6,6,30,19.3,89.9,30035,7,0,0,0,180,30035,197
32,4,6,7,0,19.4,89.7,27338,8,0,0,0,180,27338,195
32,4,6,7,30,19.4,89.3,24269,9,0,0,0,180,24269,194
32,4,6,8,0,19.3,89.2,27850,10,0,0,0,180,27850,195
32,4,6,8,30,19.4,89.2,25662,11,0,0,0,182,25662,197
32,4,6,9,0,19.3,89.2,22314,12,0,0,0,184,22314,199
32,4,6,9,30,19.3,89.2,15686,13,0,0,0,190,15686,201
32,4,6,10,0,19.1,89.2,13871,14,0,0,0,189,13871,202
32,4,6,10,30,19.3,88.9,6544,15,0,0,0,200,6544,204
32,4,6,11,30,19.3,88.9,0,15,0,0,0,200,6544,204
33,4,6,4,0,4.5,68.7,4312,1,0,0,0,194,4312,203
33,4,6,4,30,4.4,68.5,6522,2,0,0,0,198,6522,204
33,4,6,5,0,4.4,68.7,5836,3,0,0,0,201,5836,205
33,4,6,5,30,4.4,68.7,3004,4,0,0,0,197,3004,205
33,4,6,6,0,4.4,68.7,0,4,0,0,0,197,3004,205
34,4,6,4,0,6.4,92.4,6758,1,28,0,0,197,6758,202
34,4,6,4,30,6.3,92.4,4770,2,28,0,0,201,4770,205
34,4,6,5,0,6.3,92.4,0,2,28,0,0,201,4770,205
35,4,6,4,0,12.7,91.7,3582,1,0,0,0,194,3582,202
35,4,6,4,30,12.8,91.7,4150,2,0,0,0,191,4150,200
35,4,6,5,0,12.7,91.5,4401,3,0,0,0,194,4401,202
35,4,6,5,30,12.7,91.5,0,3,0,0,0,194,4401,202
36,4,6,4,0,15.4,63.5,3553,1,0,0,0,196,3553,202
36,4,6,4,30,15.3,63.2,3681,2,0,0,0,198,3681,203
36,4,6,5,0,15.3,63.2,0,2,0,0,0,198,3681,203
37,4,6,4,30,8.3,96.2,4000,1,0,0,0,187,4000,200
37,4,6,5,0,8.3,96.2,5314,2,0,0,0,191,5314,200
37,4,6,5,30,8.3,96.3,6209,3,0,0,0,188,6209,199
37,4,6,6,0,8.3,96.5,9920,4,0,0,0,190,9920,200
37,4,6,6,30,8.4,96.6,17220,5,0,0,0,180,17220,198
37,4,6,7,0,8.3,96.5,19046,6,0,0,0,181,19046,198
37,4,6,7,30,8.3,96.5,21842,7,0,0,0,182,21842,198
37,4,6,8,0,8.2,96.8,29382,8,0,0,0,183,29382,200
37,4,6,8,30,8.3,97.1,28480,9,0,0,3897,184,28480,201
37,4,6,9,0,8.1,97,20418,10,0,0,0,195,20418,203
37,4,6,9,30,8.3,97.2,5968,11,0,0,0,201,5968,206
37,4,6,10,0,8.3,97.2,0,11,0,0,0,201,5968,206
38,4,6,4,30,9.8,90.2,18477,1,3,0,0,182,18477,196
38,4,6,5,0,9.8,90.2,0,1,3,11,0,182,18477,196
39,4,6,4,30,10.5,75.2,4599,1,0,0,0,191,4599,201
39,4,6,5,0,10.6,75.2,6997,2,0,0,0,187,6997,198
39,4,6,5,30,10.6,75.2,9577,3,0,0,0,182,9577,198
39,4,6,6,0,10.6,75.2,12091,4,0,0,0,190,12091,201
39,4,6,6,30,10.4,75.1,14277,5,0,0,0,191,14277,201
39,4,6,7,0,10.3,75,13291,6,0,0,0,191,13291,203
39,4,6,7,30,10.3,75,10643,7,0,0,0,199,10643,205
39,4,6,8,0,10.3,75,0,7,0,0,0,199,10643,205
40,4,6,5,0,8.6,90.2,3714,1,3,0,0,195,3714,203
40,4,6,5,30,8.6,90.2,0,1,3,0,0,195,3714,203
41,4,6,6,0,16.2,99.7,4293,1,0,0,0,186,4293,197
41,4,6,6,30,16.1,99.7,6244,2,0,0,0,181,6244,192
41,4,6,7,0,16.1,99.7,7284,3,0,0,0,180,7284,193
41,4,6,7,30,16.2,99.6,9307,4,0,0,0,184,9307,195
41,4,6,8,0,16.2,99.5,10017,5,0,0,0,188,10017,199
41,4,6,8,30,16.1,99.1,8776,6,0,0,0,194,8776,202
41,4,6,9,0,16.1,99.1,0,6,0,0,0,194,8776,202
42,4,6,6,30,0.3,72.4,2927,1,0,0,0,201,2927,206
42,4,6,7,0,0.3,72.4,0,1,0,0,0,201,2927,206
43,4,6,6,30,4.1,68.5,4627,1,0,0,0,196,4627,203
43,4,6,7,0,4.1,68.4,4741,2,0,0,0,198,4741,205
43,4,6,7,30,4,68.2,2931,3,0,0,0,202,2931,206
43,4,6,8,0,4,68.2,0,3,0,0,0,202,2931,206
44,4,6,6,30,5.8,70.1,3297,1,0,0,0,196,3297,202
44,4,6,7,0,5.8,70.1,0,1,0,0,0,196,3297,202
45,4,6,6,30,12.2,69.9,3125,1,12,0,0,200,3125,204
45,4,6,7,0,12.2,69.9,0,1,12,0,0,200,3125,204
46,4,6,6,30,14.8,67.2,3980,1,0,0,0,186,3980,201
46,4,6,7,0,14.7,67.1,4428,2,0,0,0,186,4428,197
46,4,6,7,30,14.8,66.9,4942,3,0,0,0,189,4942,198
46,4,6,8,0,14.8,66.9,0,3,0,25,0,189,4942,198
47,4,6,6,30,18.6,88.5,3454,1,0,0,0,189,3454,199
47,4,6,7,0,18.6,88.5,0,1,0,0,0,189,3454,199
48,4,6,7,0,11.3,91,5142,1,0,0,0,180,5142,191
48,4,6,7,30,11.4,91,7686,2,0,0,0,180,7686,191
48,4,6,8,0,11.4,91,0,2,0,11,0,180,7686,191
49,4,6,7,0,11.7,72.6,3917,1,6,0,0,200,3917,205
49,4,6,7,30,11.7,72.6,0,1,6,0,0,200,3917,205
50,4,6,7,0,12,66.2,3432,1,0,0,0,189,3432,199
50,4,6,7,30,12,66.2,4244,2,0,0,0,192,4244,201
50,4,6,8,0,12,65.9,4368,3,0,0,0,196,4368,203
50,4,6,8,30,12,65.9,0,3,0,0,0,196,4368,203
51,4,6,7,0,12.6,68.1,9543,1,23,0,0,185,9543,200
51,4,6,7,30,12.5,68.3,10036,2,23,0,0,189,10036,200
51,4,6,8,0,12.3,68.3,11024,3,23,0,0,185,11024,201
51,4,6,8,30,12.3,68.4,6576,4,23,0,0,190,6576,202
51,4,6,9,0,12.3,68.7,4448,5,23,0,0,191,4448,199
51,4,6,9,30,12.3,68.7,5071,6,23,0,0,193,5071,201
51,4,6,10,0,12.2,68.8,4251,7,23,0,0,197,4251,203
51,4,6,10,30,12.2,68.8,0,7,23,0,0,197,4251,203
52,4,6,7,0,15,87.4,3540,1,0,0,0,182,3540,196
52,4,6,7,30,15.1,87.3,5538,2,0,0,0,180,5538,194
52,4,6,8,0,15.1,87.3,0,2,0,55,0,180,5538,194
53,4,6,7,0,22.3,88.2,3681,1,0,0,0,189,3681,200
53,4,6,7,30,22.3,88.1,3476,2,0,0,0,189,3476,201
53,4,6,8,0,22.3,88.1,0,2,0,0,0,189,3476,201
54,4,6,7,30,0.3,73.1,2928,1,0,0,0,200,2928,205
54,4,6,8,0,0.3,73.1,0,1,0,0,0,200,2928,205
55,4,6,7,30,13.3,87.2,37065,1,11,0,0,181,37065,201
55,4,6,8,0,13.3,86.8,18221,2,11,0,0,180,18221,200
55,4,6,8,30,13.7,85.9,9655,3,11,0,0,180,9655,193
55,4,6,9,0,13.8,85.6,12965,4,11,0,0,180,12965,189
55,4,6,9,30,13.8,85.6,16267,5,11,0,0,180,16267,186
55,4,6,10,0,13.8,85.3,20525,6,11,0,0,180,20525,189
55,4,6,10,30,13.8,85.1,22313,7,11,0,0,180,22313,191
55,4,6,11,30,13.8,84.9,22058,8,11,0,0,180,22058,197
55,4,6,12,0,13.9,84.3,7451,9,11,0,0,192,7451,202
55,4,6,12,30,14.3,84.7,6647,10,11,0,3710,184,6647,198
55,4,6,13,30,14.3,84.7,0,10,11,0,0,184,6647,198
56,4,6,7,30,12.8,99.4,3147,1,0,0,0,196,3147,203
56,4,6,8,0,12.8,99.4,0,1,0,0,0,196,3147,203
57,4,6,7,30,16.3,94.4,3775,1,0,0,0,188,3775,199
57,4,6,8,0,16.3,94.3,4950,2,0,0,0,188,4950,199
57,4,6,8,30,16.3,94.2,6189,3,0,0,0,188,6189,201
57,4,6,9,0,16.3,94.1,6321,4,0,0,0,193,6321,201
57,4,6,9,30,16.2,94.1,3319,5,0,0,0,199,3319,204
57,4,6,10,0,16.2,94.1,0,5,0,0,0,199,3319,204
58,4,6,7,30,20.3,85.8,4844,1,0,0,0,184,4844,193
58,4,6,8,0,20.3,85.8,6863,2,0,0,0,180,6863,192
58,4,6,8,30,20.3,85.7,9557,3,0,0,0,183,9557,194
58,4,6,9,0,20.4,85.7,10303,4,0,0,0,183,10303,196
58,4,6,9,30,20.4,85.6,10034,5,0,0,0,187,10034,198
58,4,6,10,0,20.3,85.5,7601,6,0,0,0,194,7601,201
58,4,6,10,30,20.3,85.5,0,6,0,0,0,194,7601,201
59,4,6,7,30,22.3,89,4703,1,0,0,0,180,4703,195
59,4,6,8,0,22.2,89,7087,2,0,0,0,181,7087,198
59,4,6,8,30,22.2,88.8,6269,3,0,0,0,187,6269,200
59,4,6,9,0,22.2,88.7,5792,4,0,0,0,191,5792,200
59,4,6,9,30,22.1,88.7,4018,5,0,0,0,197,4018,203
59,4,6,10,0,22.1,88.7,0,5,0,0,0,197,4018,203
60,4,6,8,0,8.6,98.7,3897,1,0,0,0,190,3897,198
60,4,6,8,30,8.6,98.7,0,1,0,37,0,190,3897,198
61,4,6,8,0,11.7,70.8,6400,1,0,0,0,188,6400,202
61,4,6,8,30,11.5,70.8,6020,2,0,0,0,186,6020,202
61,4,6,9,0,11.5,70.8,0,2,0,12,0,186,6020,202
62,4,6,8,0,14.8,87,15032,1,55,0,5538,180,15032,195
62,4,6,8,30,15,87.2,12482,2,55,0,0,180,12482,192
62,4,6,9,0,15.1,87.1,11913,3,55,0,0,180,11913,192
62,4,6,9,30,15.1,86.9,10629,4,55,0,0,180,10629,192
62,4,6,10,0,15.2,86.8,10181,5,55,0,0,180,10181,194
62,4,6,10,30,15.3,86.6,9999,6,55,0,0,183,9999,198
62,4,6,11,30,15.3,86.6,0,6,55,0,0,183,9999,198
63,4,6,8,0,21.4,93.3,4813,1,0,0,0,192,4813,202
63,4,6,8,30,21.5,93.2,6446,2,0,0,0,185,6446,201
63,4,6,9,0,21.8,93.2,11220,3,0,0,0,186,11220,200
63,4,6,9,30,22.2,93,17845,4,0,0,0,181,17845,197
63,4,6,10,0,22.3,93,26040,5,0,0,0,180,26040,196
63,4,6,10,30,22.3,92.9,31838,6,0,0,0,180,31838,195
63,4,6,11,30,22.4,92.8,42839,7,0,0,0,180,42839,194
63,4,6,12,0,22.4,92.8,44000,8,0,0,0,180,44000,194
63,4,6,12,30,22.6,92.7,45001,9,0,0,0,180,45001,193
63,4,6,13,30,22.8,92.7,51537,10,0,0,0,180,51537,194
63,4,6,15,0,23.3,92.5,38416,11,0,0,0,180,38416,197
63,4,6,15,30,23.5,92.5,37963,12,0,0,0,180,37963,198
63,4,6,23,0,23.5,92.5,0,12,0,0,0,180,37963,198
64,4,6,8,0,22.3,91.5,5114,1,0,0,0,187,5114,197
64,4,6,8,30,22.4,91.4,8255,2,0,0,0,184,8255,197
64,4,6,9,0,22.4,91.4,9348,3,0,0,0,186,9348,198
64,4,6,9,30,22.5,91.4,9079,4,0,0,0,189,9079,202
64,4,6,10,0,22.4,91.5,5186,5,0,0,0,184,5186,203
64,4,6,10,30,22.3,91.4,3888,6,0,0,0,182,3888,199
64,4,6,11,30,22.3,91.4,0,6,0,0,0,182,3888,199
65,4,6,8,30,12.4,98.7,5015,1,0,0,0,180,5015,190
65,4,6,9,0,12.4,98.7,8085,2,0,0,0,180,8085,190
65,4,6,9,30,12.3,98.6,9894,3,0,0,0,180,9894,194
65,4,6,10,0,12.3,98.4,11132,4,0,0,0,184,11132,198
65,4,6,10,30,12.3,98.3,11007,5,0,0,0,192,11007,201
65,4,6,11,30,12.3,98.3,0,5,0,0,0,192,11007,201
66,4,6,8,30,14.6,70.5,3268,1,0,0,0,192,3268,200
66,4,6,9,0,14.5,70.3,3331,2,0,0,0,194,3331,202
66,4,6,9,30,14.6,70.2,3269,3,0,0,0,196,3269,203
66,4,6,10,0,14.6,70.2,0,3,0,0,0,196,3269,203
67,4,6,8,30,23.9,87,4612,1,0,0,0,183,4612,199
67,4,6,9,0,24.1,87,4477,2,0,0,0,187,4477,200
67,4,6,9,30,24,87,3925,3,0,0,0,191,3925,202
67,4,6,10,0,24,87,0,3,0,0,0,191,3925,202
68,4,6,9,0,7.5,70.1,4018,1,0,0,0,192,4018,203
68,4,6,9,30,7.4,70.4,5021,2,0,0,0,189,5021,200
68,4,6,10,0,7.3,70.3,5365,3,0,0,0,194,5365,203
68,4,6,10,30,7.3,70.2,3652,4,0,0,0,200,3652,205
68,4,6,11,30,7.3,70.2,0,4,0,0,0,200,3652,205
69,4,6,9,0,9.3,98,5864,1,37,0,0,187,5864,200
69,4,6,9,30,9.3,98,6536,2,37,0,0,193,6536,202
69,4,6,10,0,9.3,98,0,2,37,0,0,193,6536,202
70,4,6,9,0,15.8,73.7,4537,1,0,0,0,185,4537,199
70,4,6,9,30,15.8,73.6,7583,2,0,0,0,186,7583,199
70,4,6,10,0,15.8,73.5,9591,3,0,0,0,186,9591,199
70,4,6,10,30,15.8,73.5,12066,4,0,0,0,184,12066,198
70,4,6,11,30,15.8,73.5,0,4,0,0,0,184,12066,198
71,4,6,9,0,19.5,99.8,3345,1,0,0,0,180,3345,192
71,4,6,9,30,19.6,99.7,4017,2,0,0,0,182,4017,195
71,4,6,10,0,19.6,99.7,3950,3,0,0,0,183,3950,197
71,4,6,10,30,19.7,99.7,4087,4,0,0,0,186,4087,199
71,4,6,11,30,19.7,99.7,0,4,0,0,0,186,4087,199
72,4,6,9,0,23.1,88.2,5275,1,0,0,0,180,5275,193
72,4,6,9,30,23.1,88.2,6850,2,0,0,0,180,6850,194
72,4,6,10,0,23.1,88.2,6784,3,0,0,0,187,6784,196
