ID,Day,Month,Hour,Minutes,lat,lon,Area,SplitParentID,MergeParentID, MergeChldArea,MinT,CoreArea,AvgT
1,1,6,0,0,-9.6,95.6,6343.74727389503,0,0,0,200.03921639827,6343.74727389503,204.943486586187
1,1,6,0,30,-9.7,95.4,5534.0222013399,0,0,0,200.195338279698,5534.0222013399,204.76510371956
1,1,6,1,0,-9.7,94.6,9693.65175868407,0,0,2657.08947041709,199.654540726136,5534.0222013399,205.841026422211
1,1,6,1,30,-9.3,93.2,10229.6222698222,0,0,0,196.008520694615,10229.6222698222,203.541575409969
1,1,6,2,0,-9.3,93.1,16623.0057818154,0,0,0,189.240181505023,16623.0057818154,200.940964169695
1,1,6,2,30,-9.4,93.3,22222.8105926069,0,0,0,191.27203139632,22222.8105926069,200.851848692211
1,1,6,3,0,-9.3,93.2,24272.8464356376,0,0,0,192.621928320976,24272.8464356376,200.808608604559
1,1,6,3,30,-9.4,93.3,25813.5545268472,0,0,0,194.221732709606,25813.5545268472,201.230867979409
1,1,6,4,0,-9.3,93.3,30507.6756691464,0,0,0,192.680537262531,30507.6756691464,200.16917137375
1,1,6,4,30,-9.2,93.4,34090.7967704334,0,0,0,192.350328548321,34090.7967704334,199.905676920601
1,1,6,5,0,-8.8,92.5,65027.8734197535,0,0,22495.3852874007,187.758771518189,65027.8734197535,199.788861349381
1,1,6,6,0,-8.9,92.6,72086.437582577,0,0,0,189.919739563978,72086.437582577,199.368110307031
1,1,6,6,30,-8.8,92.7,76069.692598135,0,0,0,190.945832420273,76069.692598135,199.848981959964
1,1,6,7,0,-8.9,92.8,76792.2857889325,0,0,0,190.625271826837,76792.2857889325,200.185924714711
1,1,6,7,30,-9,93,74067.1488225923,0,0,0,190.006962310035,74067.1488225923,199.825584576673
1,1,6,8,0,-8.9,93,79151.1438014398,0,0,0,189.047111806478,79151.1438014398,200.346222861584
1,1,6,8,30,-8.8,93.2,80810.495424657,0,0,0,187.615195861932,80810.495424657,200.505226446025
1,1,6,9,0,-8.7,93.4,80853.3666154186,0,0,3621.33126748171,188.123084113351,80853.3666154186,201.049342556533
1,1,6,9,30,-8.5,93.5,78371.1250328063,0,0,0,189.940010551188,78371.1250328063,200.925535980179
1,1,6,10,0,-8.4,93.5,74716.697312818,0,0,0,190.519321422451,74716.697312818,200.994004279922
1,1,6,10,30,-8.2,93.6,74626.778177525,0,0,0,190.886909047248,74626.778177525,200.480687514259
1,1,6,11,0,-8.1,93.6,74827.6250241228,0,0,0,191.445787252965,74827.6250241228,200.69457364268
1,1,6,11,30,-8.1,93.6,76746.0482625419,0,0,0,190.686218261719,76746.0482625419,200.677004320354
1,1,6,12,0,-7.8,93.5,83447.1858165465,0,0,0,190.604563936555,83447.1858165465,200.722370416955
1,1,6,12,30,-7.7,93.5,87459.4634790204,0,0,0,190.113343613898,87459.4634790204,201.260753133317
1,1,6,13,0,-7.4,93.4,86428.6651102506,0,0,0,189.532249891802,86428.6651102506,200.512635547328
1,1,6,13,30,-7.4,93.6,97788.8707416578,0,0,4519.96399845081,192.146989015041,97788.8707416578,201.469074341954
1,1,6,14,0,-7.4,93.7,118312.003428801,0,0,0,188.309455322201,118312.003428801,200.640252477047
1,1,6,14,30,-7.4,93.8,117336.023009384,0,0,0,189.886465098937,117336.023009384,201.111008069502
1,1,6,15,0,-7.4,93.8,128156.77123601,0,0,0,187.888299588504,128156.77123601,200.658505308026
1,1,6,15,30,-7.4,93.9,121114.267133928,0,0,0,186.590258746218,121114.267133928,200.622965751306
1,1,6,16,0,-7.5,94.2,115945.917598846,0,0,5048.8805496732,187.408217700765,115945.917598846,200.713638319998
1,1,6,16,30,-7.8,95.4,48687.8421202793,0,0,0,187.855855082303,48687.8421202793,198.970081992301
1,1,6,17,0,-8.1,95.4,63097.2634721519,0,0,10456.9392670387,186.728604707481,48687.8421202793,198.232348945844
1,1,6,17,30,-8,95,52962.8288189457,0,0,0,186.284792033252,52962.8288189457,196.373618343831
1,1,6,18,0,-8,95,58405.6258671647,0,0,0,185.979680666976,58405.6258671647,196.505922598622
1,1,6,18,30,-8.2,95,66327.9564093377,0,0,0,183.229973739255,66327.9564093377,195.614193027685
1,1,6,19,0,-8.2,95.2,78942.3367471529,0,0,11699.3336552607,182.710647416207,78942.3367471529,196.415309852145
1,1,6,19,30,-8.1,95.2,84277.2957398576,0,0,0,182.253552273532,84277.2957398576,196.387645013514
1,1,6,20,0,-8,95.2,88956.3991360669,0,0,0,183.210293476068,88956.3991360669,196.528699222302
1,1,6,20,30,-8,95.4,83121.7150978974,0,0,0,184.468513295398,83121.7150978974,196.145643454316
1,1,6,21,0,-8,95.5,87261.0888079208,0,0,0,184.636014800348,87261.0888079208,196.654246915108
