ID,Day,Month,Hour,Minutes,lat,lon,Area,SplitParentID,MergeParentID, MergeChldArea,MinT,CoreArea,AvgT
1,1,6,0,0,9.7,90,18992.649787034,0,0,0,196.308124616522,18992.649787034,203.066726614548
1,1,6,0,30,9.9,90.3,12550.0870099608,0,0,0,197.729811606985,12550.0870099608,204.178459981547
1,1,6,1,0,10,90.9,22809.6785205661,0,0,2811.11296859157,197.109646852077,12550.0870099608,204.36518679945
1,1,6,1,30,10,91.2,26790.3329032023,0,0,0,198.471053949016,26790.3329032023,204.081208900136
1,1,6,2,0,9.6,90.6,17902.7510034284,0,0,0,199.040592181835,17902.7510034284,203.917984687351
1,1,6,2,30,10,91.4,37583.646234913,0,0,11982.0950138271,197.125254220759,37583.646234913,204.42215491619
1,1,6,3,0,9.9,91.5,41540.1129567602,0,0,0,195.461990356445,41540.1129567602,203.981420833353
1,1,6,3,30,9.8,91.4,50264.3791316492,0,0,0,195.841586726801,50264.3791316492,204.053589274199
1,1,6,4,0,9.4,91,44616.2529479034,0,0,0,194.37588452147,44616.2529479034,203.31015676045
1,1,6,4,30,9.2,90.8,47246.7345012218,0,0,0,198.228483528693,47246.7345012218,204.652951024694
1,1,6,5,0,9.1,90.8,47734.8419346165,0,0,0,197.587812203102,47734.8419346165,204.687188823127
1,1,6,5,30,8.7,89.4,21258.5213977722,0,0,0,198.137958467392,21258.5213977722,204.932049056261
1,1,6,6,0,8.3,89.1,13663.4269966701,0,0,0,198.61828598132,13663.4269966701,204.952897856471
1,1,6,6,30,8.2,89,13372.8483745135,0,0,0,198.59487971645,13372.8483745135,204.836188876569
1,1,6,7,0,8.1,89.1,9378.31275960906,0,0,0,200.97692360101,9378.31275960906,205.101144153828
1,1,6,7,30,7.8,89,7760.33790699177,0,0,0,202.009134977442,7760.33790699177,205.571858475771
1,1,6,8,0,7.8,89.1,4576.77977942466,0,0,0,204.668611601458,4576.77977942466,206.575212639975
1,1,6,8,30,7.4,89.4,2381.3765573263,0,0,0,201.826448633078,2381.3765573263,206.095436400809
1,1,6,9,0,7.4,89.4,0,0,0,0,201.826448633078,2381.3765573263,206.095436400809
2,1,6,0,0,11.4,86.2,161777.27575118,0,0,0,183.454763012803,161777.27575118,197.592482987305
